date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2019-12-01,中国,CN,,,,,1,0,0,0
2019-12-01,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-01,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-02,中国,CN,,,,,1,0,0,0
2019-12-02,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-02,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-03,中国,CN,,,,,1,0,0,0
2019-12-03,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-03,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-04,中国,CN,,,,,1,0,0,0
2019-12-04,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-04,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-05,中国,CN,,,,,1,0,0,0
2019-12-05,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-05,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-06,中国,CN,,,,,1,0,0,0
2019-12-06,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-06,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-07,中国,CN,,,,,1,0,0,0
2019-12-07,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-07,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-08,中国,CN,,,,,1,0,0,0
2019-12-08,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-08,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-09,中国,CN,,,,,1,0,0,0
2019-12-09,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-09,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-10,中国,CN,,,,,1,0,0,0
2019-12-10,中国,CN,湖北省,420000.0,,,1,0,0,0
2019-12-10,中国,CN,湖北省,420000.0,武汉市,420100.0,1,0,0,0
2019-12-11,中国,CN,,,,,4,0,0,0
2019-12-11,中国,CN,湖北省,420000.0,,,4,0,0,0
2019-12-11,中国,CN,湖北省,420000.0,武汉市,420100.0,4,0,0,0
2019-12-12,中国,CN,,,,,4,0,0,0
2019-12-12,中国,CN,湖北省,420000.0,,,4,0,0,0
2019-12-12,中国,CN,湖北省,420000.0,武汉市,420100.0,4,0,0,0
2019-12-13,中国,CN,,,,,4,0,0,0
2019-12-13,中国,CN,湖北省,420000.0,,,4,0,0,0
2019-12-13,中国,CN,湖北省,420000.0,武汉市,420100.0,4,0,0,0
2019-12-14,中国,CN,,,,,4,0,0,0
2019-12-14,中国,CN,湖北省,420000.0,,,4,0,0,0
2019-12-14,中国,CN,湖北省,420000.0,武汉市,420100.0,4,0,0,0
2019-12-15,中国,CN,,,,,6,0,0,0
2019-12-15,中国,CN,湖北省,420000.0,,,6,0,0,0
2019-12-15,中国,CN,湖北省,420000.0,武汉市,420100.0,6,0,0,0
2019-12-16,中国,CN,,,,,6,0,0,0
