id,name,cities,series,updateDate,isTreatingNumClear,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
380003,伦巴第,,"[{'date': '2020-11-09', 'confirmedNum': 265531, 'curesNum': 115630, 'deathsNum': 18442, 'curesRatio': 0.43546703, 'deathsRatio': 0.069453284, 'treatingNum': 131459, 'confirmedIncr': 55902, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 209629, 'curesNum': 97576, 'deathsNum': 17635, 'curesRatio': 0.46546996, 'deathsRatio': 0.08412481, 'treatingNum': 94418, 'confirmedIncr': 31764, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,284666,,124025,18723,141918
380001,皮埃蒙特,,"[{'date': '2020-11-09', 'confirmedNum': 100655, 'curesNum': 39721, 'deathsNum': 4678, 'curesRatio': 0.39462522, 'deathsRatio': 0.046475586, 'treatingNum': 56256, 'confirmedIncr': 25992, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 74663, 'curesNum': 34153, 'deathsNum': 4415, 'curesRatio': 0.45742872, 'deathsRatio': 0.059132367, 'treatingNum': 36095, 'confirmedIncr': 9633, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,107267,,42087,4826,60354
380015,坎帕尼亚,,"[{'date': '2020-11-09', 'confirmedNum': 90039, 'curesNum': 16875, 'deathsNum': 844, 'curesRatio': 0.18741879, 'deathsRatio': 0.009373716, 'treatingNum': 72320, 'confirmedIncr': 27578, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 62461, 'curesNum': 12991, 'deathsNum': 700, 'curesRatio': 0.20798579, 'deathsRatio': 0.011206993, 'treatingNum': 48770, 'confirmedIncr': 13576, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,95921,,18355,896,76670
380005,威尼托,,"[{'date': '2020-11-09', 'confirmedNum': 81492, 'curesNum': 25735, 'deathsNum': 2595, 'curesRatio': 0.31579787, 'deathsRatio': 0.031843618, 'treatingNum': 53162, 'confirmedIncr': 20695, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 60797, 'curesNum': 25437, 'deathsNum': 2427, 'curesRatio': 0.41839236, 'deathsRatio': 0.039919734, 'treatingNum': 32933, 'confirmedIncr': 9553, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,87337,,32413,2689,52235
380008,艾米利亚-罗马涅,,"[{'date': '2020-11-09', 'confirmedNum': 73432, 'curesNum': 28978, 'deathsNum': 4824, 'curesRatio': 0.3946236, 'deathsRatio': 0.06569343, 'treatingNum': 39630, 'confirmedIncr': 14183, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 59249, 'curesNum': 28093, 'deathsNum': 4664, 'curesRatio': 0.47415146, 'deathsRatio': 0.078718625, 'treatingNum': 26492, 'confirmedIncr': 7211, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,78283,,29516,4876,43891
380012,拉齐奥,,"[{'date': '2020-11-09', 'confirmedNum': 67967, 'curesNum': 13264, 'deathsNum': 1429, 'curesRatio': 0.19515353, 'deathsRatio': 0.021024909, 'treatingNum': 53274, 'confirmedIncr': 17335, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 50632, 'curesNum': 11595, 'deathsNum': 1254, 'curesRatio': 0.22900537, 'deathsRatio': 0.024766946, 'treatingNum': 37783, 'confirmedIncr': 8745, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,73054,,13968,1503,57583
380009,托斯卡纳,,"[{'date': '2020-11-09', 'confirmedNum': 65190, 'curesNum': 19116, 'deathsNum': 1594, 'curesRatio': 0.29323515, 'deathsRatio': 0.024451602, 'treatingNum': 44480, 'confirmedIncr': 16539, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 48651, 'curesNum': 15529, 'deathsNum': 1387, 'curesRatio': 0.31919178, 'deathsRatio': 0.028509177, 'treatingNum': 31735, 'confirmedIncr': 9693, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,69920,,20319,1701,47900
380007,利古里亚,,"[{'date': '2020-11-09', 'confirmedNum': 36968, 'curesNum': 22310, 'deathsNum': 1937, 'curesRatio': 0.60349494, 'deathsRatio': 0.052396666, 'treatingNum': 12721, 'confirmedIncr': 7025, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 29943, 'curesNum': 18859, 'deathsNum': 1790, 'curesRatio': 0.62983, 'deathsRatio': 0.059780248, 'treatingNum': 9294, 'confirmedIncr': 3402, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,39242,,23278,2009,13955
380019,西西里,,"[{'date': '2020-11-09', 'confirmedNum': 32294, 'curesNum': 9652, 'deathsNum': 703, 'curesRatio': 0.29887906, 'deathsRatio': 0.021768749, 'treatingNum': 21939, 'confirmedIncr': 8417, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 23877, 'curesNum': 7277, 'deathsNum': 536, 'curesRatio': 0.3047703, 'deathsRatio': 0.022448381, 'treatingNum': 16064, 'confirmedIncr': 4055, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,34982,,10656,762,23564
380016,普利亚,,"[{'date': '2020-11-09', 'confirmedNum': 26431, 'curesNum': 7774, 'deathsNum': 844, 'curesRatio': 0.29412434, 'deathsRatio': 0.0319322, 'treatingNum': 17813, 'confirmedIncr': 6503, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2020-11-02', 'confirmedNum': 19928, 'curesNum': 6619, 'deathsNum': 740, 'curesRatio': 0.33214572, 'deathsRatio': 0.037133683, 'treatingNum': 12569, 'confirmedIncr': 2859, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2020-11-12,False,29008,,8013,896,20099
